"# COVERS FURNITURE, TOOLS, SMARTPHONE, CRAFTPHONE, AND ONLY CYRANO'S PHOTOS (all photos have the same body colors/format)",,,,,,,,,
ID,Filename Prefix,Item,Variant,Body Color,Pattern,Body Color Category,Pattern Category,Item Type,Full ID
3593,FtrBirthdayTable,birthday table,4_0,Orange,NA,Variation,NA,Ftr,FtrBirthdayTable_Remake_4_0
3593,FtrBirthdayTable,birthday table,5_0,Gorgeous,NA,Variation,NA,Ftr,FtrBirthdayTable_Remake_5_0
3594,FtrBirthdayBoard,birthday sign,0_0,Colorful,NA,Variation,NA,Ftr,FtrBirthdayBoard_Remake_0_0
3594,FtrBirthdayBoard,birthday sign,1_0,Pink,NA,Variation,NA,Ftr,FtrBirthdayBoard_Remake_1_0
3594,FtrBirthdayBoard,birthday sign,2_0,Blue,NA,Variation,NA,Ftr,FtrBirthdayBoard_Remake_2_0
3594,FtrBirthdayBoard,birthday sign,3_0,Green,NA,Variation,NA,Ftr,FtrBirthdayBoard_Remake_3_0
3594,FtrBirthdayBoard,birthday sign,4_0,Orange,NA,Variation,NA,Ftr,FtrBirthdayBoard_Remake_4_0
3594,FtrBirthdayBoard,birthday sign,5_0,Gorgeous,NA,Variation,NA,Ftr,FtrBirthdayBoard_Remake_5_0
3595,FtrParkclock,park clock,0_0,Black,NA,NA,NA,Ftr,FtrParkclock_Remake_0_0
3595,FtrParkclock,park clock,1_0,Silver,NA,NA,NA,Ftr,FtrParkclock_Remake_1_0
3595,FtrParkclock,park clock,2_0,White,NA,NA,NA,Ftr,FtrParkclock_Remake_2_0
3595,FtrParkclock,park clock,3_0,Brown,NA,NA,NA,Ftr,FtrParkclock_Remake_3_0
3596,FtrPool,pool,0_0,White,NA,NA,NA,Ftr,FtrPool_Remake_0_0
3596,FtrPool,pool,1_0,Brown,NA,NA,NA,Ftr,FtrPool_Remake_1_0
3596,FtrPool,pool,2_0,Gray,NA,NA,NA,Ftr,FtrPool_Remake_2_0
3616,FtrKitchenSystem,system kitchen,0_0,Off-white,NA,NA,NA,Ftr,FtrKitchenSystem_Remake_0_0
3616,FtrKitchenSystem,system kitchen,1_0,Red,NA,NA,NA,Ftr,FtrKitchenSystem_Remake_1_0
3616,FtrKitchenSystem,system kitchen,2_0,Blue,NA,NA,NA,Ftr,FtrKitchenSystem_Remake_2_0
3616,FtrKitchenSystem,system kitchen,3_0,Yellow,NA,NA,NA,Ftr,FtrKitchenSystem_Remake_3_0
3616,FtrKitchenSystem,system kitchen,4_0,Black,NA,NA,NA,Ftr,FtrKitchenSystem_Remake_4_0
3616,FtrKitchenSystem,system kitchen,5_0,Brown,NA,NA,NA,Ftr,FtrKitchenSystem_Remake_5_0
3616,FtrKitchenSystem,system kitchen,6_0,Natural,NA,NA,NA,Ftr,FtrKitchenSystem_Remake_6_0
3616,FtrKitchenSystem,system kitchen,7_0,White,NA,NA,NA,Ftr,FtrKitchenSystem_Remake_7_0
3617,FtrFloat,stall,0_0,Natural,None,Variation,Curtain,Ftr,FtrFloat_Remake_0_0
3617,FtrFloat,stall,0_1,Natural,Green stripes,Variation,Curtain,Ftr,FtrFloat_Remake_0_1
3617,FtrFloat,stall,0_2,Natural,Red stripes,Variation,Curtain,Ftr,FtrFloat_Remake_0_2
3617,FtrFloat,stall,0_3,Natural,Colorful,Variation,Curtain,Ftr,FtrFloat_Remake_0_3
3617,FtrFloat,stall,0_4,Natural,Waves,Variation,Curtain,Ftr,FtrFloat_Remake_0_4
3617,FtrFloat,stall,1_0,Dark brown,None,Variation,Curtain,Ftr,FtrFloat_Remake_1_0
3617,FtrFloat,stall,1_1,Dark brown,Green stripes,Variation,Curtain,Ftr,FtrFloat_Remake_1_1
3617,FtrFloat,stall,1_2,Dark brown,Red stripes,Variation,Curtain,Ftr,FtrFloat_Remake_1_2
3617,FtrFloat,stall,1_3,Dark brown,Colorful,Variation,Curtain,Ftr,FtrFloat_Remake_1_3
3617,FtrFloat,stall,1_4,Dark brown,Waves,Variation,Curtain,Ftr,FtrFloat_Remake_1_4
3617,FtrFloat,stall,2_0,Light brown,None,Variation,Curtain,Ftr,FtrFloat_Remake_2_0
3617,FtrFloat,stall,2_1,Light brown,Green stripes,Variation,Curtain,Ftr,FtrFloat_Remake_2_1
3617,FtrFloat,stall,2_2,Light brown,Red stripes,Variation,Curtain,Ftr,FtrFloat_Remake_2_2
3617,FtrFloat,stall,2_3,Light brown,Colorful,Variation,Curtain,Ftr,FtrFloat_Remake_2_3
3617,FtrFloat,stall,2_4,Light brown,Waves,Variation,Curtain,Ftr,FtrFloat_Remake_2_4
3617,FtrFloat,stall,3_0,Green,None,Variation,Curtain,Ftr,FtrFloat_Remake_3_0
3617,FtrFloat,stall,3_1,Green,Green stripes,Variation,Curtain,Ftr,FtrFloat_Remake_3_1
3617,FtrFloat,stall,3_2,Green,Red stripes,Variation,Curtain,Ftr,FtrFloat_Remake_3_2
3617,FtrFloat,stall,3_3,Green,Colorful,Variation,Curtain,Ftr,FtrFloat_Remake_3_3
3617,FtrFloat,stall,3_4,Green,Waves,Variation,Curtain,Ftr,FtrFloat_Remake_3_4
3617,FtrFloat,stall,4_0,Pink,None,Variation,Curtain,Ftr,FtrFloat_Remake_4_0
3617,FtrFloat,stall,4_1,Pink,Green stripes,Variation,Curtain,Ftr,FtrFloat_Remake_4_1
3617,FtrFloat,stall,4_2,Pink,Red stripes,Variation,Curtain,Ftr,FtrFloat_Remake_4_2
3617,FtrFloat,stall,4_3,Pink,Colorful,Variation,Curtain,Ftr,FtrFloat_Remake_4_3
3617,FtrFloat,stall,4_4,Pink,Waves,Variation,Curtain,Ftr,FtrFloat_Remake_4_4
3617,FtrFloat,stall,5_0,White,None,Variation,Curtain,Ftr,FtrFloat_Remake_5_0
3617,FtrFloat,stall,5_1,White,Green stripes,Variation,Curtain,Ftr,FtrFloat_Remake_5_1
3617,FtrFloat,stall,5_2,White,Red stripes,Variation,Curtain,Ftr,FtrFloat_Remake_5_2
3617,FtrFloat,stall,5_3,White,Colorful,Variation,Curtain,Ftr,FtrFloat_Remake_5_3
3617,FtrFloat,stall,5_4,White,Waves,Variation,Curtain,Ftr,FtrFloat_Remake_5_4
3617,FtrFloat,stall,6_0,Black,None,Variation,Curtain,Ftr,FtrFloat_Remake_6_0
3617,FtrFloat,stall,6_1,Black,Green stripes,Variation,Curtain,Ftr,FtrFloat_Remake_6_1
3617,FtrFloat,stall,6_2,Black,Red stripes,Variation,Curtain,Ftr,FtrFloat_Remake_6_2
3617,FtrFloat,stall,6_3,Black,Colorful,Variation,Curtain,Ftr,FtrFloat_Remake_6_3
3617,FtrFloat,stall,6_4,Black,Waves,Variation,Curtain,Ftr,FtrFloat_Remake_6_4
3617,FtrFloat,stall,7_0,Gray,None,Variation,Curtain,Ftr,FtrFloat_Remake_7_0
3617,FtrFloat,stall,7_1,Gray,Green stripes,Variation,Curtain,Ftr,FtrFloat_Remake_7_1
3617,FtrFloat,stall,7_2,Gray,Red stripes,Variation,Curtain,Ftr,FtrFloat_Remake_7_2
3617,FtrFloat,stall,7_3,Gray,Colorful,Variation,Curtain,Ftr,FtrFloat_Remake_7_3
3617,FtrFloat,stall,7_4,Gray,Waves,Variation,Curtain,Ftr,FtrFloat_Remake_7_4
3618,FtrCuttingboard,cutting board,0_0,No finish,Red,Finish,Towel,Ftr,FtrCuttingboard_Remake_0_0
3618,FtrCuttingboard,cutting board,0_1,No finish,Blue,Finish,Towel,Ftr,FtrCuttingboard_Remake_0_1
3618,FtrCuttingboard,cutting board,0_2,No finish,Yellow,Finish,Towel,Ftr,FtrCuttingboard_Remake_0_2
3618,FtrCuttingboard,cutting board,1_0,Cherry brown,Red,Finish,Towel,Ftr,FtrCuttingboard_Remake_1_0
3618,FtrCuttingboard,cutting board,1_1,Cherry brown,Blue,Finish,Towel,Ftr,FtrCuttingboard_Remake_1_1
3618,FtrCuttingboard,cutting board,1_2,Cherry brown,Yellow,Finish,Towel,Ftr,FtrCuttingboard_Remake_1_2
3618,FtrCuttingboard,cutting board,2_0,Dark,Red,Finish,Towel,Ftr,FtrCuttingboard_Remake_2_0
3618,FtrCuttingboard,cutting board,2_1,Dark,Blue,Finish,Towel,Ftr,FtrCuttingboard_Remake_2_1
3618,FtrCuttingboard,cutting board,2_2,Dark,Yellow,Finish,Towel,Ftr,FtrCuttingboard_Remake_2_2
3618,FtrCuttingboard,cutting board,3_0,Natural,Red,Finish,Towel,Ftr,FtrCuttingboard_Remake_3_0
3618,FtrCuttingboard,cutting board,3_1,Natural,Blue,Finish,Towel,Ftr,FtrCuttingboard_Remake_3_1
3618,FtrCuttingboard,cutting board,3_2,Natural,Yellow,Finish,Towel,Ftr,FtrCuttingboard_Remake_3_2
3619,FtrSoupjar,soup kettle,0_0,Corn soup,NA,NA,NA,Ftr,FtrSoupjar_Remake_0_0
3619,FtrSoupjar,soup kettle,1_0,Cream stew,NA,NA,NA,Ftr,FtrSoupjar_Remake_1_0
3619,FtrSoupjar,soup kettle,2_0,Curry,NA,NA,NA,Ftr,FtrSoupjar_Remake_2_0
3619,FtrSoupjar,soup kettle,3_0,Minestrone,NA,NA,NA,Ftr,FtrSoupjar_Remake_3_0
3619,FtrSoupjar,soup kettle,4_0,Borscht,NA,NA,NA,Ftr,FtrSoupjar_Remake_4_0
3619,FtrSoupjar,soup kettle,5_0,Green curry,NA,NA,NA,Ftr,FtrSoupjar_Remake_5_0
3619,FtrSoupjar,soup kettle,6_0,Hot-and-sour soup,NA,NA,NA,Ftr,FtrSoupjar_Remake_6_0
3619,FtrSoupjar,soup kettle,7_0,Congee,NA,NA,NA,Ftr,FtrSoupjar_Remake_7_0
3621,FtrBeddesk,loft bed with desk,0_0,Natural,White,NA,Bedding,Ftr,FtrBeddesk_Remake_0_0
3621,FtrBeddesk,loft bed with desk,0_1,Natural,Black,NA,Bedding,Ftr,FtrBeddesk_Remake_0_1
3621,FtrBeddesk,loft bed with desk,0_2,Natural,Light blue,NA,Bedding,Ftr,FtrBeddesk_Remake_0_2
3621,FtrBeddesk,loft bed with desk,0_3,Natural,Orange,NA,Bedding,Ftr,FtrBeddesk_Remake_0_3
3621,FtrBeddesk,loft bed with desk,0_4,Natural,Yellow,NA,Bedding,Ftr,FtrBeddesk_Remake_0_4
3621,FtrBeddesk,loft bed with desk,0_5,Natural,Pink,NA,Bedding,Ftr,FtrBeddesk_Remake_0_5
3621,FtrBeddesk,loft bed with desk,0_6,Natural,Green stripes,NA,Bedding,Ftr,FtrBeddesk_Remake_0_6
3621,FtrBeddesk,loft bed with desk,0_7,Natural,Red stripes,NA,Bedding,Ftr,FtrBeddesk_Remake_0_7
3621,FtrBeddesk,loft bed with desk,1_0,Brown,White,NA,Bedding,Ftr,FtrBeddesk_Remake_1_0
3621,FtrBeddesk,loft bed with desk,1_1,Brown,Black,NA,Bedding,Ftr,FtrBeddesk_Remake_1_1
3621,FtrBeddesk,loft bed with desk,1_2,Brown,Light blue,NA,Bedding,Ftr,FtrBeddesk_Remake_1_2
3621,FtrBeddesk,loft bed with desk,1_3,Brown,Orange,NA,Bedding,Ftr,FtrBeddesk_Remake_1_3
3621,FtrBeddesk,loft bed with desk,1_4,Brown,Yellow,NA,Bedding,Ftr,FtrBeddesk_Remake_1_4
3621,FtrBeddesk,loft bed with desk,1_5,Brown,Pink,NA,Bedding,Ftr,FtrBeddesk_Remake_1_5
3621,FtrBeddesk,loft bed with desk,1_6,Brown,Green stripes,NA,Bedding,Ftr,FtrBeddesk_Remake_1_6
3621,FtrBeddesk,loft bed with desk,1_7,Brown,Red stripes,NA,Bedding,Ftr,FtrBeddesk_Remake_1_7
3621,FtrBeddesk,loft bed with desk,2_0,White,White,NA,Bedding,Ftr,FtrBeddesk_Remake_2_0
3621,FtrBeddesk,loft bed with desk,2_1,White,Black,NA,Bedding,Ftr,FtrBeddesk_Remake_2_1
3621,FtrBeddesk,loft bed with desk,2_2,White,Light blue,NA,Bedding,Ftr,FtrBeddesk_Remake_2_2
3621,FtrBeddesk,loft bed with desk,2_3,White,Orange,NA,Bedding,Ftr,FtrBeddesk_Remake_2_3
3621,FtrBeddesk,loft bed with desk,2_4,White,Yellow,NA,Bedding,Ftr,FtrBeddesk_Remake_2_4
3621,FtrBeddesk,loft bed with desk,2_5,White,Pink,NA,Bedding,Ftr,FtrBeddesk_Remake_2_5
3621,FtrBeddesk,loft bed with desk,2_6,White,Green stripes,NA,Bedding,Ftr,FtrBeddesk_Remake_2_6
3621,FtrBeddesk,loft bed with desk,2_7,White,Red stripes,NA,Bedding,Ftr,FtrBeddesk_Remake_2_7
3621,FtrBeddesk,loft bed with desk,3_0,Black,White,NA,Bedding,Ftr,FtrBeddesk_Remake_3_0
3621,FtrBeddesk,loft bed with desk,3_1,Black,Black,NA,Bedding,Ftr,FtrBeddesk_Remake_3_1
3621,FtrBeddesk,loft bed with desk,3_2,Black,Light blue,NA,Bedding,Ftr,FtrBeddesk_Remake_3_2
3621,FtrBeddesk,loft bed with desk,3_3,Black,Orange,NA,Bedding,Ftr,FtrBeddesk_Remake_3_3
3621,FtrBeddesk,loft bed with desk,3_4,Black,Yellow,NA,Bedding,Ftr,FtrBeddesk_Remake_3_4
3621,FtrBeddesk,loft bed with desk,3_5,Black,Pink,NA,Bedding,Ftr,FtrBeddesk_Remake_3_5
3621,FtrBeddesk,loft bed with desk,3_6,Black,Green stripes,NA,Bedding,Ftr,FtrBeddesk_Remake_3_6
3621,FtrBeddesk,loft bed with desk,3_7,Black,Red stripes,NA,Bedding,Ftr,FtrBeddesk_Remake_3_7
3621,FtrBeddesk,loft bed with desk,4_0,Blue,White,NA,Bedding,Ftr,FtrBeddesk_Remake_4_0
3621,FtrBeddesk,loft bed with desk,4_1,Blue,Black,NA,Bedding,Ftr,FtrBeddesk_Remake_4_1
3621,FtrBeddesk,loft bed with desk,4_2,Blue,Light blue,NA,Bedding,Ftr,FtrBeddesk_Remake_4_2
3621,FtrBeddesk,loft bed with desk,4_3,Blue,Orange,NA,Bedding,Ftr,FtrBeddesk_Remake_4_3
3621,FtrBeddesk,loft bed with desk,4_4,Blue,Yellow,NA,Bedding,Ftr,FtrBeddesk_Remake_4_4
3621,FtrBeddesk,loft bed with desk,4_5,Blue,Pink,NA,Bedding,Ftr,FtrBeddesk_Remake_4_5
3621,FtrBeddesk,loft bed with desk,4_6,Blue,Green stripes,NA,Bedding,Ftr,FtrBeddesk_Remake_4_6
3621,FtrBeddesk,loft bed with desk,4_7,Blue,Red stripes,NA,Bedding,Ftr,FtrBeddesk_Remake_4_7
3621,FtrBeddesk,loft bed with desk,5_0,Orange,White,NA,Bedding,Ftr,FtrBeddesk_Remake_5_0
3621,FtrBeddesk,loft bed with desk,5_1,Orange,Black,NA,Bedding,Ftr,FtrBeddesk_Remake_5_1
3621,FtrBeddesk,loft bed with desk,5_2,Orange,Light blue,NA,Bedding,Ftr,FtrBeddesk_Remake_5_2
3621,FtrBeddesk,loft bed with desk,5_3,Orange,Orange,NA,Bedding,Ftr,FtrBeddesk_Remake_5_3
3621,FtrBeddesk,loft bed with desk,5_4,Orange,Yellow,NA,Bedding,Ftr,FtrBeddesk_Remake_5_4
3621,FtrBeddesk,loft bed with desk,5_5,Orange,Pink,NA,Bedding,Ftr,FtrBeddesk_Remake_5_5
3621,FtrBeddesk,loft bed with desk,5_6,Orange,Green stripes,NA,Bedding,Ftr,FtrBeddesk_Remake_5_6
3621,FtrBeddesk,loft bed with desk,5_7,Orange,Red stripes,NA,Bedding,Ftr,FtrBeddesk_Remake_5_7
3621,FtrBeddesk,loft bed with desk,6_0,Light blue,White,NA,Bedding,Ftr,FtrBeddesk_Remake_6_0
3621,FtrBeddesk,loft bed with desk,6_1,Light blue,Black,NA,Bedding,Ftr,FtrBeddesk_Remake_6_1
3621,FtrBeddesk,loft bed with desk,6_2,Light blue,Light blue,NA,Bedding,Ftr,FtrBeddesk_Remake_6_2
3621,FtrBeddesk,loft bed with desk,6_3,Light blue,Orange,NA,Bedding,Ftr,FtrBeddesk_Remake_6_3
3621,FtrBeddesk,loft bed with desk,6_4,Light blue,Yellow,NA,Bedding,Ftr,FtrBeddesk_Remake_6_4
3621,FtrBeddesk,loft bed with desk,6_5,Light blue,Pink,NA,Bedding,Ftr,FtrBeddesk_Remake_6_5
3621,FtrBeddesk,loft bed with desk,6_6,Light blue,Green stripes,NA,Bedding,Ftr,FtrBeddesk_Remake_6_6
3621,FtrBeddesk,loft bed with desk,6_7,Light blue,Red stripes,NA,Bedding,Ftr,FtrBeddesk_Remake_6_7
3621,FtrBeddesk,loft bed with desk,7_0,Pink,White,NA,Bedding,Ftr,FtrBeddesk_Remake_7_0
3621,FtrBeddesk,loft bed with desk,7_1,Pink,Black,NA,Bedding,Ftr,FtrBeddesk_Remake_7_1
3621,FtrBeddesk,loft bed with desk,7_2,Pink,Light blue,NA,Bedding,Ftr,FtrBeddesk_Remake_7_2
3621,FtrBeddesk,loft bed with desk,7_3,Pink,Orange,NA,Bedding,Ftr,FtrBeddesk_Remake_7_3
3621,FtrBeddesk,loft bed with desk,7_4,Pink,Yellow,NA,Bedding,Ftr,FtrBeddesk_Remake_7_4
3621,FtrBeddesk,loft bed with desk,7_5,Pink,Pink,NA,Bedding,Ftr,FtrBeddesk_Remake_7_5
3621,FtrBeddesk,loft bed with desk,7_6,Pink,Green stripes,NA,Bedding,Ftr,FtrBeddesk_Remake_7_6
3621,FtrBeddesk,loft bed with desk,7_7,Pink,Red stripes,NA,Bedding,Ftr,FtrBeddesk_Remake_7_7
3622,FtrFloorchair,floor seat,0_0,Natural,Pale grass green,NA,Cushion,Ftr,FtrFloorchair_Remake_0_0
3622,FtrFloorchair,floor seat,0_1,Natural,Mustard yellow,NA,Cushion,Ftr,FtrFloorchair_Remake_0_1
3622,FtrFloorchair,floor seat,0_2,Natural,Peach,NA,Cushion,Ftr,FtrFloorchair_Remake_0_2
3622,FtrFloorchair,floor seat,0_3,Natural,Deep blue,NA,Cushion,Ftr,FtrFloorchair_Remake_0_3
3622,FtrFloorchair,floor seat,1_0,Light wood,Pale grass green,NA,Cushion,Ftr,FtrFloorchair_Remake_1_0
3622,FtrFloorchair,floor seat,1_1,Light wood,Mustard yellow,NA,Cushion,Ftr,FtrFloorchair_Remake_1_1
3622,FtrFloorchair,floor seat,1_2,Light wood,Peach,NA,Cushion,Ftr,FtrFloorchair_Remake_1_2
3622,FtrFloorchair,floor seat,1_3,Light wood,Deep blue,NA,Cushion,Ftr,FtrFloorchair_Remake_1_3
3622,FtrFloorchair,floor seat,2_0,Dark wood,Pale grass green,NA,Cushion,Ftr,FtrFloorchair_Remake_2_0
3622,FtrFloorchair,floor seat,2_1,Dark wood,Mustard yellow,NA,Cushion,Ftr,FtrFloorchair_Remake_2_1
3622,FtrFloorchair,floor seat,2_2,Dark wood,Peach,NA,Cushion,Ftr,FtrFloorchair_Remake_2_2
3622,FtrFloorchair,floor seat,2_3,Dark wood,Deep blue,NA,Cushion,Ftr,FtrFloorchair_Remake_2_3
3622,FtrFloorchair,floor seat,3_0,Black,Pale grass green,NA,Cushion,Ftr,FtrFloorchair_Remake_3_0
3622,FtrFloorchair,floor seat,3_1,Black,Mustard yellow,NA,Cushion,Ftr,FtrFloorchair_Remake_3_1
3622,FtrFloorchair,floor seat,3_2,Black,Peach,NA,Cushion,Ftr,FtrFloorchair_Remake_3_2
3622,FtrFloorchair,floor seat,3_3,Black,Deep blue,NA,Cushion,Ftr,FtrFloorchair_Remake_3_3
3623,FtrToybox,toy box,0_0,Green,NA,NA,NA,Ftr,FtrToybox_Remake_0_0
3623,FtrToybox,toy box,1_0,Pink,NA,NA,NA,Ftr,FtrToybox_Remake_1_0
3623,FtrToybox,toy box,2_0,Blue,NA,NA,NA,Ftr,FtrToybox_Remake_2_0
3623,FtrToybox,toy box,3_0,Gray,NA,NA,NA,Ftr,FtrToybox_Remake_3_0
3624,FtrCuteBedW,cute bed,0_0,White,NA,NA,NA,Ftr,FtrCuteBedW_Remake_0_0
3624,FtrCuteBedW,cute bed,1_0,Sky blue,NA,NA,NA,Ftr,FtrCuteBedW_Remake_1_0
3624,FtrCuteBedW,cute bed,2_0,Yellow,NA,NA,NA,Ftr,FtrCuteBedW_Remake_2_0
3624,FtrCuteBedW,cute bed,3_0,Red,NA,NA,NA,Ftr,FtrCuteBedW_Remake_3_0
3624,FtrCuteBedW,cute bed,4_0,Blue,NA,NA,NA,Ftr,FtrCuteBedW_Remake_4_0
3658,FtrBambooBasket,bamboo basket,0_0,Green bamboo,NA,Bamboo,NA,Ftr,FtrBambooBasket_Remake_0_0
3658,FtrBambooBasket,bamboo basket,1_0,Dried bamboo,NA,Bamboo,NA,Ftr,FtrBambooBasket_Remake_1_0
3658,FtrBambooBasket,bamboo basket,2_0,Smoke-cured bamboo,NA,Bamboo,NA,Ftr,FtrBambooBasket_Remake_2_0
3672,FtrCardboard,cardboard box,0_0,Plain,NA,NA,NA,Ftr,FtrCardboard_Remake_0_0
3672,FtrCardboard,cardboard box,1_0,Labeled,NA,NA,NA,Ftr,FtrCardboard_Remake_1_0
3672,FtrCardboard,cardboard box,2_0,Oranges,NA,NA,NA,Ftr,FtrCardboard_Remake_2_0
3672,FtrCardboard,cardboard box,3_0,Apples,NA,NA,NA,Ftr,FtrCardboard_Remake_3_0
3672,FtrCardboard,cardboard box,4_0,Peaches,NA,NA,NA,Ftr,FtrCardboard_Remake_4_0
3672,FtrCardboard,cardboard box,5_0,Pears,NA,NA,NA,Ftr,FtrCardboard_Remake_5_0
3672,FtrCardboard,cardboard box,6_0,Cherries,NA,NA,NA,Ftr,FtrCardboard_Remake_6_0
3675,FtrHaybed,hay bed,0_0,Brown,NA,Hay condition,NA,Ftr,FtrHaybed_Remake_0_0
3675,FtrHaybed,hay bed,1_0,Pale green,NA,Hay condition,NA,Ftr,FtrHaybed_Remake_1_0
3675,FtrHaybed,hay bed,2_0,Green,NA,Hay condition,NA,Ftr,FtrHaybed_Remake_2_0
3681,FtrPianochair,piano bench,0_0,Black,NA,NA,NA,Ftr,FtrPianochair_Remake_0_0
3681,FtrPianochair,piano bench,1_0,Red,NA,NA,NA,Ftr,FtrPianochair_Remake_1_0
3681,FtrPianochair,piano bench,2_0,White,NA,NA,NA,Ftr,FtrPianochair_Remake_2_0
3681,FtrPianochair,piano bench,3_0,Blue,NA,NA,NA,Ftr,FtrPianochair_Remake_3_0
3681,FtrPianochair,piano bench,4_0,Brown,NA,NA,NA,Ftr,FtrPianochair_Remake_4_0
3681,FtrPianochair,piano bench,5_0,Green,NA,NA,NA,Ftr,FtrPianochair_Remake_5_0
3681,FtrPianochair,piano bench,6_0,Light green,NA,NA,NA,Ftr,FtrPianochair_Remake_6_0
3681,FtrPianochair,piano bench,7_0,Camel,NA,NA,NA,Ftr,FtrPianochair_Remake_7_0
3683,FtrWashstandBowl,plain sink,0_0,Natural,NA,Design,NA,Ftr,FtrWashstandBowl_Remake_0_0
3683,FtrWashstandBowl,plain sink,1_0,Brown wood,NA,Design,NA,Ftr,FtrWashstandBowl_Remake_1_0
3683,FtrWashstandBowl,plain sink,2_0,Dark wood,NA,Design,NA,Ftr,FtrWashstandBowl_Remake_2_0
3683,FtrWashstandBowl,plain sink,3_0,White wood & tile,NA,Design,NA,Ftr,FtrWashstandBowl_Remake_3_0
3683,FtrWashstandBowl,plain sink,4_0,Gray wood & tile,NA,Design,NA,Ftr,FtrWashstandBowl_Remake_4_0
3683,FtrWashstandBowl,plain sink,5_0,Black wood & tile,NA,Design,NA,Ftr,FtrWashstandBowl_Remake_5_0
3692,FtrSignWood,plain wooden shop sign,0_0,Natural,Pet,Sign,Flier,Ftr,FtrSignWood_Remake_0_0
3692,FtrSignWood,plain wooden shop sign,0_1,Natural,Wanted,Sign,Flier,Ftr,FtrSignWood_Remake_0_1
3692,FtrSignWood,plain wooden shop sign,0_2,Natural,Ad,Sign,Flier,Ftr,FtrSignWood_Remake_0_2
3692,FtrSignWood,plain wooden shop sign,0_3,Natural,Warning,Sign,Flier,Ftr,FtrSignWood_Remake_0_3
3692,FtrSignWood,plain wooden shop sign,1_0,White,Pet,Sign,Flier,Ftr,FtrSignWood_Remake_1_0
3692,FtrSignWood,plain wooden shop sign,1_1,White,Wanted,Sign,Flier,Ftr,FtrSignWood_Remake_1_1
3692,FtrSignWood,plain wooden shop sign,1_2,White,Ad,Sign,Flier,Ftr,FtrSignWood_Remake_1_2
3692,FtrSignWood,plain wooden shop sign,1_3,White,Warning,Sign,Flier,Ftr,FtrSignWood_Remake_1_3
3692,FtrSignWood,plain wooden shop sign,2_0,Dark wood,Pet,Sign,Flier,Ftr,FtrSignWood_Remake_2_0
3692,FtrSignWood,plain wooden shop sign,2_1,Dark wood,Wanted,Sign,Flier,Ftr,FtrSignWood_Remake_2_1
3692,FtrSignWood,plain wooden shop sign,2_2,Dark wood,Ad,Sign,Flier,Ftr,FtrSignWood_Remake_2_2
3692,FtrSignWood,plain wooden shop sign,2_3,Dark wood,Warning,Sign,Flier,Ftr,FtrSignWood_Remake_2_3
3697,FtrPortableradio,portable radio,0_0,White,NA,NA,NA,Ftr,FtrPortableradio_Remake_0_0
3697,FtrPortableradio,portable radio,1_0,Yellow,NA,NA,NA,Ftr,FtrPortableradio_Remake_1_0
3697,FtrPortableradio,portable radio,2_0,Red,NA,NA,NA,Ftr,FtrPortableradio_Remake_2_0
3697,FtrPortableradio,portable radio,3_0,Pink,NA,NA,NA,Ftr,FtrPortableradio_Remake_3_0
3697,FtrPortableradio,portable radio,4_0,Blue,NA,NA,NA,Ftr,FtrPortableradio_Remake_4_0
3697,FtrPortableradio,portable radio,5_0,Light blue,NA,NA,NA,Ftr,FtrPortableradio_Remake_5_0
3697,FtrPortableradio,portable radio,6_0,Green,NA,NA,NA,Ftr,FtrPortableradio_Remake_6_0
3697,FtrPortableradio,portable radio,7_0,Black,NA,NA,NA,Ftr,FtrPortableradio_Remake_7_0
3699,FtrFishprint,fish print,0_0,Giant trevally,NA,Variation,NA,Ftr,FtrFishprint_Remake_0_0
3699,FtrFishprint,fish print,1_0,Red snapper,NA,Variation,NA,Ftr,FtrFishprint_Remake_1_0
3699,FtrFishprint,fish print,2_0,Blue marlin,NA,Variation,NA,Ftr,FtrFishprint_Remake_2_0
3699,FtrFishprint,fish print,3_0,Squid,NA,Variation,NA,Ftr,FtrFishprint_Remake_3_0
3699,FtrFishprint,fish print,4_0,Black bass,NA,Variation,NA,Ftr,FtrFishprint_Remake_4_0
3699,FtrFishprint,fish print,5_0,Carp,NA,Variation,NA,Ftr,FtrFishprint_Remake_5_0
3699,FtrFishprint,fish print,6_0,Giant snakehead,NA,Variation,NA,Ftr,FtrFishprint_Remake_6_0
3701,FtrStudyDesk,writing desk,0_0,Natural,NA,NA,NA,Ftr,FtrStudyDesk_Remake_0_0
3701,FtrStudyDesk,writing desk,1_0,Light brown,NA,NA,NA,Ftr,FtrStudyDesk_Remake_1_0
3701,FtrStudyDesk,writing desk,2_0,Dark brown,NA,NA,NA,Ftr,FtrStudyDesk_Remake_2_0
3701,FtrStudyDesk,writing desk,3_0,White,NA,NA,NA,Ftr,FtrStudyDesk_Remake_3_0
3702,FtrStudyChair,writing chair,0_0,Natural,Yellow,NA,Seat,Ftr,FtrStudyChair_Remake_0_0
3702,FtrStudyChair,writing chair,0_1,Natural,Blue,NA,Seat,Ftr,FtrStudyChair_Remake_0_1
3702,FtrStudyChair,writing chair,0_2,Natural,Pink,NA,Seat,Ftr,FtrStudyChair_Remake_0_2
3702,FtrStudyChair,writing chair,1_0,Light brown,Yellow,NA,Seat,Ftr,FtrStudyChair_Remake_1_0
